NODE_KEY,BP_ROLE,EMAIL_ADDRESS,PHONE_NUMBER,FAX_NUMBER,ADDRESS_GUID,BP_ID,COMPANY_NAME
00505697BB3F1EEE87F8A09F11EFF7C7,1,customer-mirjam.schmidt@sorali.de,3102050749,3102050004,00505697BB3F1EEE87F8A09F11D877C7,100000044,Sorali
00505697BB3F1EEE87F8A09F11F017C7,1,customer-dummy_address@sap.com,3102050749,3102050004,00505697BB3F1EEE87F8A09F11D8D7C7,100000045,Consumer
00505697BB3F1EEE87F8A09F11F037C7,2,supplier-do.not.reply@sap.com,622734567,622734004,00505697BB3F1EEE87F8A09F11D937C7,100000046,SAP
00505697BB3F1EEE87F8A09F11F057C7,2,supplier-dagmar.schulze@beckerberlin.de,3088530,3088004,00505697BB3F1EEE87F8A09F11D997C7,100000047,Becker Berlin
00505697BB3F1EEE87F8A09F11F077C7,2,supplier-maria.brown@delbont.com,3023352668,3023352004,00505697BB3F1EEE87F8A09F11D9F7C7,100000048,DelBont Industries
00505697BB3F1EEE87F8A09F11F097C7,2,supplier-saskia.sommer@talpa-hannover.de,511403266,511403004,00505697BB3F1EEE87F8A09F11DA57C7,100000049,Talpa
00505697BB3F1EEE87F8A09F11F0B7C7,2,supplier-bob.buyer@panorama-studios.biz,2244668800,2244668004,00505697BB3F1EEE87F8A09F11DAB7C7,100000050,Panorama Studios
00505697BB3F1EEE87F8A09F11F0D7C7,2,supplier-bart.koenig@tecum-ag.de,2511415,2511004,00505697BB3F1EEE87F8A09F11DB17C7,100000051,TECUM
00505697BB3F1EEE87F8A09F11F0F7C7,2,supplier-yoko.nakamura@asia-ht.com,9078563412,9078563004,00505697BB3F1EEE87F8A09F11DB77C7,100000052,Asia High tech
00505697BB3F1EEE87F8A09F11F117C7,2,supplier-sophie.ribery@laurent-paris.com,149744423,149744004,00505697BB3F1EEE87F8A09F11DBD7C7,100000053,Laurent
00505697BB3F1EEE87F8A09F11F137C7,2,supplier-victor.sanchez@avantel.com,7257716,7257004,00505697BB3F1EEE87F8A09F11DC37C7,100000054,AVANTEL
00505697BB3F1EEE87F8A09F11F157C7,2,supplier-jorge.velez@telecomunicacionesstar.com,1133557799,1133557004,00505697BB3F1EEE87F8A09F11DC97C7,100000055,Telecomunicaciones Star
00505697BB3F1EEE87F8A09F11F177C7,2,supplier-franklin.jones@pear-computing.com,6789012345,6789012004,00505697BB3F1EEE87F8A09F11DCF7C7,100000056,Pear Computing Services
00505697BB3F1EEE87F8A09F11F197C7,2,supplier-joseph_gschwandtner@alp-systems.at,6623612804,6623612004,00505697BB3F1EEE87F8A09F11DD57C7,100000057,Alpine Systems
00505697BB3F1EEE87F8A09F11F1B7C7,2,supplier-george_d_grant@newlinedesign.co.uk,2589436180,2589436004,00505697BB3F1EEE87F8A09F11DDB7C7,100000058,New Line Design
00505697BB3F1EEE87F8A09F11F1D7C7,2,supplier-sarah.schwind@hepa-tec.de,4507867136,4507867004,00505697BB3F1EEE87F8A09F11DE17C7,100000059,HEPA Tec
00505697BB3F1EEE87F8A09F11F1F7C7,2,supplier-theodor.monathy@anavideon.com,5850428367,5850428004,00505697BB3F1EEE87F8A09F11DE77C7,100000060,Anav Ideon
00505697BB3F1EEE87F8A09F11F217C7,2,supplier-robert_brown@rb-entertainment.ca,7609448173,7609448004,00505697BB3F1EEE87F8A09F11DED7C7,100000061,Robert Brown Entertainment
00505697BB3F1EEE87F8A09F11F237C7,2,supplier-jorgemontalban@motc.mx,6879342945,6879342004,00505697BB3F1EEE87F8A09F11DF37C7,100000062,Mexican Oil Trading Company
00505697BB3F1EEE87F8A09F11F257C7,2,supplier-johanna.esther@meliva.de,2208791738,2208791004,00505697BB3F1EEE87F8A09F11DF97C7,100000063,Meliva
00505697BB3F1EEE87F8A09F11F277C7,2,supplier-miguel.luengo@compostela.ar,4440238917,4440238004,00505697BB3F1EEE87F8A09F11DFF7C7,100000064,Compostela
00505697BB3F1EEE87F8A09F11F297C7,2,supplier-isabel.nemours@pateu.fr,6328490087,6328490004,00505697BB3F1EEE87F8A09F11E057C7,100000065,Pateu
00505697BB3F1EEE87F8A09F11F2B7C7,2,supplier-igor.tarassow@retc.ru,4050378468,4050378004,00505697BB3F1EEE87F8A09F11E0B7C7,100000066,Russian Electronic Trading Company
00505697BB3F1EEE87F8A09F11F2D7C7,2,supplier-alexis.harper@flor-hc.com,6065470312,6065470004,00505697BB3F1EEE87F8A09F11E117C7,100000067,Florida Holiday Company
00505697BB3F1EEE87F8A09F11F2F7C7,2,supplier-c.alfaro@quimica-madrilenos.es,7980023486,7980023004,00505697BB3F1EEE87F8A09F11E177C7,100000068,Quimica Madrilenos
00505697BB3F1EEE87F8A09F11F317C7,2,supplier-sven.j@getraenke-janssen.de,3629731486,3629731004,00505697BB3F1EEE87F8A09F11E1D7C7,100000069,Getr�nkegro�handel Janssen
00505697BB3F1EEE87F8A09F11F337C7,2,supplier-yoshiko.kakuji@jateco.jp,3206580974,3206580004,00505697BB3F1EEE87F8A09F11E237C7,100000070,JaTeCo
00505697BB3F1EEE87F8A09F11F357C7,2,supplier-alessio.galasso@tcdr.it,4580963184,4580963004,00505697BB3F1EEE87F8A09F11E297C7,100000071,Tessile Casa Di Roma
00505697BB3F1EEE87F8A09F11F377C7,2,supplier-romain.le_mason@verdo.fr,1012697341,1012697004,00505697BB3F1EEE87F8A09F11E2F7C7,100000072,Vente Et R�paration de Ordinateur
00505697BB3F1EEE87F8A09F11F397C7,2,supplier-martha.calcagno@dpg.ar,7345697824,7345697004,00505697BB3F1EEE87F8A09F11E357C7,100000073,Developement Para O Governo
00505697BB3F1EEE87F8A09F11F3B7C7,2,supplier-beatriz.da_silva@brazil-tec.br,469614115,469614004,00505697BB3F1EEE87F8A09F11E3B7C7,100000074,Brazil Technologies
00505697BB3F1EEE87F8A09F11F3D7C7,2,supplier-anthony.lebouef@crtu.ca,6839542781,6839542004,00505697BB3F1EEE87F8A09F11E417C7,100000075,C.R.T.U.
00505697BB3F1EEE87F8A09F11F3F7C7,2,supplier-lisa.felske@jologa.ch,6714954542,6714954004,00505697BB3F1EEE87F8A09F11E477C7,100000076,Jologa
00505697BB3F1EEE87F8A09F11F417C7,2,supplier-jonathan.d.mason@baleda.com,2483693027,2483693004,00505697BB3F1EEE87F8A09F11E4D7C7,100000077,Baleda
00505697BB3F1EEE87F8A09F11F437C7,2,supplier-amelie.troyat@angere.fr,2094573421,2094573004,00505697BB3F1EEE87F8A09F11E537C7,100000078,Anger�
00505697BB3F1EEE87F8A09F11F457C7,2,supplier-pete_waltham@pc-gym-tec.com,4136278910,4136278004,00505697BB3F1EEE87F8A09F11E597C7,100000079,PC Gym Tec
00505697BB3F1EEE87F8A09F11F477C7,2,supplier-ryu.toshiro@jip.jp,3540671320,3540671004,00505697BB3F1EEE87F8A09F11E5F7C7,100000080,Japan Insurance Partner
00505697BB3F1EEE87F8A09F11F497C7,2,supplier-jose-lopez@en-ar.ar,7315064077,7315064004,00505697BB3F1EEE87F8A09F11E657C7,100000081,Entertainment Argentinia
00505697BB3F1EEE87F8A09F11F4B7C7,2,supplier-dahoma.lawla@agadc.co.za,4381762683,4381762004,00505697BB3F1EEE87F8A09F11E6B7C7,100000082,African Gold And Diamond Corporation
00505697BB3F1EEE87F8A09F11F4D7C7,2,supplier-jefferson.parker@pico-bit.com,9703586412,9703586004,00505697BB3F1EEE87F8A09F11E717C7,100000083,PicoBit
00505697BB3F1EEE87F8A09F11F4F7C7,2,supplier-tamara.flaig@brl-ag.de,6843585642,6843585004,00505697BB3F1EEE87F8A09F11E777C7,100000084,Bionic Research Lab
00505697BB3F1EEE87F8A09F11F517C7,2,supplier-sunita-kapoor@it-trade.in,4203876954,4203876004,00505697BB3F1EEE87F8A09F11E7D7C7,100000085,Indian IT Trading Company
00505697BB3F1EEE87F8A09F11F537C7,2,supplier-pawel-lewandoski@catf.pl,8367920106,8367920004,00505697BB3F1EEE87F8A09F11E837C7,100000086,Chemia A Technicznie Fabryka
00505697BB3F1EEE87F8A09F11F557C7,2,supplier-laura.campillo@saitc.ar,1438907230,1438907004,00505697BB3F1EEE87F8A09F11E897C7,100000087,South American IT Company
00505697BB3F1EEE87F8A09F11F577C7,2,supplier-jian.si@siwusha.cn,7412697340,7412697004,00505697BB3F1EEE87F8A09F11E8F7C7,100000088,Siwusha
00505697BB3F1EEE87F8A09F11F597C7,2,supplier-frederik.christensen@dftc.dk,3102050749,3102050004,00505697BB3F1EEE87F8A09F11E957C7,100000089,Danish Fish Trading Company
00505697BB3F1EEE87F8A09F11F5B7C7,2,supplier-mirjam.schmidt@sorali.de,3102050749,3102050004,00505697BB3F1EEE87F8A09F11E9B7C7,100000090,Sorali
